Model,Policy,Cycle,SOHPred
polynomial_mixed,3_6C-80PER_3_6C,1,0.9985778521754624
polynomial_mixed,3_6C-80PER_3_6C,2,0.9986201620766646
polynomial_mixed,3_6C-80PER_3_6C,3,0.9986618502713336
polynomial_mixed,3_6C-80PER_3_6C,4,0.9987029167594694
polynomial_mixed,3_6C-80PER_3_6C,5,0.9987433615410718
polynomial_mixed,3_6C-80PER_3_6C,6,0.9987831846161411
polynomial_mixed,3_6C-80PER_3_6C,7,0.9988223859846771
polynomial_mixed,3_6C-80PER_3_6C,8,0.9988609656466798
polynomial_mixed,3_6C-80PER_3_6C,9,0.9988989236021494
polynomial_mixed,3_6C-80PER_3_6C,10,0.9989362598510856
polynomial_mixed,3_6C-80PER_3_6C,11,0.9989729743934886
polynomial_mixed,3_6C-80PER_3_6C,12,0.9990090672293584
polynomial_mixed,3_6C-80PER_3_6C,13,0.9990445383586949
polynomial_mixed,3_6C-80PER_3_6C,14,0.9990793877814982
polynomial_mixed,3_6C-80PER_3_6C,15,0.9991136154977682
polynomial_mixed,3_6C-80PER_3_6C,16,0.999147221507505
polynomial_mixed,3_6C-80PER_3_6C,17,0.9991802058107085
polynomial_mixed,3_6C-80PER_3_6C,18,0.9992125684073789
polynomial_mixed,3_6C-80PER_3_6C,19,0.9992443092975158
polynomial_mixed,3_6C-80PER_3_6C,20,0.9992754284811196
polynomial_mixed,3_6C-80PER_3_6C,21,0.9993059259581902
polynomial_mixed,3_6C-80PER_3_6C,22,0.9993358017287275
polynomial_mixed,3_6C-80PER_3_6C,23,0.9993650557927316
polynomial_mixed,3_6C-80PER_3_6C,24,0.9993936881502024
polynomial_mixed,3_6C-80PER_3_6C,25,0.9994216988011398
polynomial_mixed,3_6C-80PER_3_6C,26,0.9994490877455442
polynomial_mixed,3_6C-80PER_3_6C,27,0.9994758549834152
polynomial_mixed,3_6C-80PER_3_6C,28,0.999502000514753
polynomial_mixed,3_6C-80PER_3_6C,29,0.9995275243395576
polynomial_mixed,3_6C-80PER_3_6C,30,0.9995524264578289
polynomial_mixed,3_6C-80PER_3_6C,31,0.999576706869567
polynomial_mixed,3_6C-80PER_3_6C,32,0.9996003655747717
polynomial_mixed,3_6C-80PER_3_6C,33,0.9996234025734434
polynomial_mixed,3_6C-80PER_3_6C,34,0.9996458178655817
polynomial_mixed,3_6C-80PER_3_6C,35,0.9996676114511867
polynomial_mixed,3_6C-80PER_3_6C,36,0.9996887833302586
polynomial_mixed,3_6C-80PER_3_6C,37,0.9997093335027972
polynomial_mixed,3_6C-80PER_3_6C,38,0.9997292619688024
polynomial_mixed,3_6C-80PER_3_6C,39,0.9997485687282746
polynomial_mixed,3_6C-80PER_3_6C,40,0.9997672537812134
polynomial_mixed,3_6C-80PER_3_6C,41,0.9997853171276191
polynomial_mixed,3_6C-80PER_3_6C,42,0.9998027587674913
polynomial_mixed,3_6C-80PER_3_6C,43,0.9998195787008304
polynomial_mixed,3_6C-80PER_3_6C,44,0.9998357769276364
polynomial_mixed,3_6C-80PER_3_6C,45,0.9998513534479088
polynomial_mixed,3_6C-80PER_3_6C,46,0.9998663082616482
polynomial_mixed,3_6C-80PER_3_6C,47,0.9998806413688544
polynomial_mixed,3_6C-80PER_3_6C,48,0.9998943527695273
polynomial_mixed,3_6C-80PER_3_6C,49,0.9999074424636667
polynomial_mixed,3_6C-80PER_3_6C,50,0.9999199104512732
polynomial_mixed,3_6C-80PER_3_6C,51,0.9999317567323464
polynomial_mixed,3_6C-80PER_3_6C,52,0.9999429813068861
polynomial_mixed,3_6C-80PER_3_6C,53,0.9999535841748928
polynomial_mixed,3_6C-80PER_3_6C,54,0.9999635653363662
polynomial_mixed,3_6C-80PER_3_6C,55,0.9999729247913064
polynomial_mixed,3_6C-80PER_3_6C,56,0.9999816625397131
polynomial_mixed,3_6C-80PER_3_6C,57,0.9999897785815868
polynomial_mixed,3_6C-80PER_3_6C,58,0.9999972729169272
polynomial_mixed,3_6C-80PER_3_6C,59,1.0000041455457342
polynomial_mixed,3_6C-80PER_3_6C,60,1.000010396468008
polynomial_mixed,3_6C-80PER_3_6C,61,1.000016025683749
polynomial_mixed,3_6C-80PER_3_6C,62,1.000021033192956
polynomial_mixed,3_6C-80PER_3_6C,63,1.0000254189956304
polynomial_mixed,3_6C-80PER_3_6C,64,1.0000291830917711
polynomial_mixed,3_6C-80PER_3_6C,65,1.000032325481379
polynomial_mixed,3_6C-80PER_3_6C,66,1.0000348461644533
polynomial_mixed,3_6C-80PER_3_6C,67,1.0000367451409944
polynomial_mixed,3_6C-80PER_3_6C,68,1.0000380224110024
polynomial_mixed,3_6C-80PER_3_6C,69,1.0000386779744768
polynomial_mixed,3_6C-80PER_3_6C,70,1.0000387118314182
polynomial_mixed,3_6C-80PER_3_6C,71,1.0000381239818266
polynomial_mixed,3_6C-80PER_3_6C,72,1.0000369144257015
polynomial_mixed,3_6C-80PER_3_6C,73,1.0000350831630431
polynomial_mixed,3_6C-80PER_3_6C,74,1.0000326301938516
polynomial_mixed,3_6C-80PER_3_6C,75,1.0000295555181267
polynomial_mixed,3_6C-80PER_3_6C,76,1.0000258591358686
polynomial_mixed,3_6C-80PER_3_6C,77,1.0000215410470772
polynomial_mixed,3_6C-80PER_3_6C,78,1.0000166012517528
polynomial_mixed,3_6C-80PER_3_6C,79,1.000011039749895
polynomial_mixed,3_6C-80PER_3_6C,80,1.0000048565415038
polynomial_mixed,3_6C-80PER_3_6C,81,0.9999980516265795
polynomial_mixed,3_6C-80PER_3_6C,82,0.999990625005122
polynomial_mixed,3_6C-80PER_3_6C,83,0.9999825766771311
polynomial_mixed,3_6C-80PER_3_6C,84,0.9999739066426071
polynomial_mixed,3_6C-80PER_3_6C,85,0.9999646149015499
polynomial_mixed,3_6C-80PER_3_6C,86,0.9999547014539594
polynomial_mixed,3_6C-80PER_3_6C,87,0.9999441662998354
polynomial_mixed,3_6C-80PER_3_6C,88,0.9999330094391784
polynomial_mixed,3_6C-80PER_3_6C,89,0.9999212308719881
polynomial_mixed,3_6C-80PER_3_6C,90,0.9999088305982645
polynomial_mixed,3_6C-80PER_3_6C,91,0.9998958086180078
polynomial_mixed,3_6C-80PER_3_6C,92,0.9998821649312177
polynomial_mixed,3_6C-80PER_3_6C,93,0.9998678995378943
polynomial_mixed,3_6C-80PER_3_6C,94,0.9998530124380378
polynomial_mixed,3_6C-80PER_3_6C,95,0.9998375036316481
polynomial_mixed,3_6C-80PER_3_6C,96,0.9998213731187252
polynomial_mixed,3_6C-80PER_3_6C,97,0.9998046208992687
polynomial_mixed,3_6C-80PER_3_6C,98,0.9997872469732793
polynomial_mixed,3_6C-80PER_3_6C,99,0.9997692513407566
polynomial_mixed,3_6C-80PER_3_6C,100,0.9997506340017004
polynomial_mixed,3_6C-80PER_3_6C,101,0.9997313949561112
polynomial_mixed,3_6C-80PER_3_6C,102,0.9997115342039887
polynomial_mixed,3_6C-80PER_3_6C,103,0.999691051745333
polynomial_mixed,3_6C-80PER_3_6C,104,0.9996699475801439
polynomial_mixed,3_6C-80PER_3_6C,105,0.9996482217084217
polynomial_mixed,3_6C-80PER_3_6C,106,0.9996258741301662
polynomial_mixed,3_6C-80PER_3_6C,107,0.9996029048453774
polynomial_mixed,3_6C-80PER_3_6C,108,0.9995793138540554
polynomial_mixed,3_6C-80PER_3_6C,109,0.9995551011562003
polynomial_mixed,3_6C-80PER_3_6C,110,0.9995302667518118
polynomial_mixed,3_6C-80PER_3_6C,111,0.9995048106408899
polynomial_mixed,3_6C-80PER_3_6C,112,0.999478732823435
polynomial_mixed,3_6C-80PER_3_6C,113,0.9994520332994468
polynomial_mixed,3_6C-80PER_3_6C,114,0.9994247120689251
polynomial_mixed,3_6C-80PER_3_6C,115,0.9993967691318705
polynomial_mixed,3_6C-80PER_3_6C,116,0.9993682044882826
polynomial_mixed,3_6C-80PER_3_6C,117,0.9993390181381612
polynomial_mixed,3_6C-80PER_3_6C,118,0.9993092100815067
polynomial_mixed,3_6C-80PER_3_6C,119,0.9992787803183191
polynomial_mixed,3_6C-80PER_3_6C,120,0.9992477288485982
polynomial_mixed,3_6C-80PER_3_6C,121,0.9992160556723438
polynomial_mixed,3_6C-80PER_3_6C,122,0.9991837607895564
polynomial_mixed,3_6C-80PER_3_6C,123,0.9991508442002358
polynomial_mixed,3_6C-80PER_3_6C,124,0.9991173059043816
polynomial_mixed,3_6C-80PER_3_6C,125,0.9990831459019945
polynomial_mixed,3_6C-80PER_3_6C,126,0.9990483641930742
polynomial_mixed,3_6C-80PER_3_6C,127,0.9990129607776205
polynomial_mixed,3_6C-80PER_3_6C,128,0.9989769356556334
polynomial_mixed,3_6C-80PER_3_6C,129,0.9989402888271133
polynomial_mixed,3_6C-80PER_3_6C,130,0.9989030202920599
polynomial_mixed,3_6C-80PER_3_6C,131,0.9988651300504731
polynomial_mixed,3_6C-80PER_3_6C,132,0.9988266181023532
polynomial_mixed,3_6C-80PER_3_6C,133,0.9987874844477
polynomial_mixed,3_6C-80PER_3_6C,134,0.9987477290865137
polynomial_mixed,3_6C-80PER_3_6C,135,0.9987073520187938
polynomial_mixed,3_6C-80PER_3_6C,136,0.9986663532445409
polynomial_mixed,3_6C-80PER_3_6C,137,0.9986247327637549
polynomial_mixed,3_6C-80PER_3_6C,138,0.9985824905764352
polynomial_mixed,3_6C-80PER_3_6C,139,0.9985396266825827
polynomial_mixed,3_6C-80PER_3_6C,140,0.9984961410821968
polynomial_mixed,3_6C-80PER_3_6C,141,0.9984520337752777
polynomial_mixed,3_6C-80PER_3_6C,142,0.9984073047618252
polynomial_mixed,3_6C-80PER_3_6C,143,0.9983619540418395
polynomial_mixed,3_6C-80PER_3_6C,144,0.9983159816153206
polynomial_mixed,3_6C-80PER_3_6C,145,0.9982693874822683
polynomial_mixed,3_6C-80PER_3_6C,146,0.998222171642683
polynomial_mixed,3_6C-80PER_3_6C,147,0.9981743340965644
polynomial_mixed,3_6C-80PER_3_6C,148,0.9981258748439124
polynomial_mixed,3_6C-80PER_3_6C,149,0.9980767938847273
polynomial_mixed,3_6C-80PER_3_6C,150,0.9980270912190089
polynomial_mixed,3_6C-80PER_3_6C,151,0.9979767668467573
polynomial_mixed,3_6C-80PER_3_6C,152,0.9979258207679723
polynomial_mixed,3_6C-80PER_3_6C,153,0.9978742529826542
polynomial_mixed,3_6C-80PER_3_6C,154,0.9978220634908029
polynomial_mixed,3_6C-80PER_3_6C,155,0.9977692522924181
polynomial_mixed,3_6C-80PER_3_6C,156,0.9977158193875003
polynomial_mixed,3_6C-80PER_3_6C,157,0.9976617647760492
polynomial_mixed,3_6C-80PER_3_6C,158,0.9976070884580649
polynomial_mixed,3_6C-80PER_3_6C,159,0.9975517904335471
polynomial_mixed,3_6C-80PER_3_6C,160,0.9974958707024963
polynomial_mixed,3_6C-80PER_3_6C,161,0.9974393292649123
polynomial_mixed,3_6C-80PER_3_6C,162,0.9973821661207948
polynomial_mixed,3_6C-80PER_3_6C,163,0.9973243812701442
polynomial_mixed,3_6C-80PER_3_6C,164,0.9972659747129604
polynomial_mixed,3_6C-80PER_3_6C,165,0.9972069464492433
polynomial_mixed,3_6C-80PER_3_6C,166,0.9971472964789928
polynomial_mixed,3_6C-80PER_3_6C,167,0.9970870248022092
polynomial_mixed,3_6C-80PER_3_6C,168,0.9970261314188925
polynomial_mixed,3_6C-80PER_3_6C,169,0.9969646163290422
polynomial_mixed,3_6C-80PER_3_6C,170,0.996902479532659
polynomial_mixed,3_6C-80PER_3_6C,171,0.9968397210297424
polynomial_mixed,3_6C-80PER_3_6C,172,0.9967763408202924
polynomial_mixed,3_6C-80PER_3_6C,173,0.9967123389043094
polynomial_mixed,3_6C-80PER_3_6C,174,0.9966477152817931
polynomial_mixed,3_6C-80PER_3_6C,175,0.9965824699527436
polynomial_mixed,3_6C-80PER_3_6C,176,0.9965166029171606
polynomial_mixed,3_6C-80PER_3_6C,177,0.9964501141750446
polynomial_mixed,3_6C-80PER_3_6C,178,0.9963830037263953
polynomial_mixed,3_6C-80PER_3_6C,179,0.9963152715712126
polynomial_mixed,3_6C-80PER_3_6C,180,0.9962469177094968
polynomial_mixed,3_6C-80PER_3_6C,181,0.9961779421412478
polynomial_mixed,3_6C-80PER_3_6C,182,0.9961083448664656
polynomial_mixed,3_6C-80PER_3_6C,183,0.9960381258851498
polynomial_mixed,3_6C-80PER_3_6C,184,0.995967285197301
polynomial_mixed,3_6C-80PER_3_6C,185,0.9958958228029191
polynomial_mixed,3_6C-80PER_3_6C,186,0.9958237387020036
polynomial_mixed,3_6C-80PER_3_6C,187,0.9957510328945551
polynomial_mixed,3_6C-80PER_3_6C,188,0.9956777053805734
polynomial_mixed,3_6C-80PER_3_6C,189,0.9956037561600584
polynomial_mixed,3_6C-80PER_3_6C,190,0.9955291852330099
polynomial_mixed,3_6C-80PER_3_6C,191,0.9954539925994285
polynomial_mixed,3_6C-80PER_3_6C,192,0.9953781782593137
polynomial_mixed,3_6C-80PER_3_6C,193,0.9953017422126655
polynomial_mixed,3_6C-80PER_3_6C,194,0.9952246844594843
polynomial_mixed,3_6C-80PER_3_6C,195,0.9951470049997698
polynomial_mixed,3_6C-80PER_3_6C,196,0.9950687038335221
polynomial_mixed,3_6C-80PER_3_6C,197,0.9949897809607409
polynomial_mixed,3_6C-80PER_3_6C,198,0.9949102363814267
polynomial_mixed,3_6C-80PER_3_6C,199,0.9948300700955792
polynomial_mixed,3_6C-80PER_3_6C,200,0.9947492821031982
polynomial_mixed,80PER_3_6C,1,0.9988493154511036
polynomial_mixed,80PER_3_6C,2,0.9988260093772255
polynomial_mixed,80PER_3_6C,3,0.9988022175979419
polynomial_mixed,80PER_3_6C,4,0.9987779401132523
